Sale Date,Route ID,Outlet ID,Outlets,Serial No,Gross sales
31-10-2025,Route005,1025942,Chamila Stores,56709,4784
31-10-2025,Route005,270094,ISURU BOOK SHOP,56707,1584
31-10-2025,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,56705,99
07-11-2025,Route005,1025956,Sandun Stores,56825,6617.1
07-11-2025,Route005,266594,THUSALI STORES,56824,18434.9
07-11-2025,Route005,1025946,N  P   korea mart,56822,1530
08-11-2025,Route005,1025945,Game kade,56842,243
08-11-2025,Route005,270094,ISURU BOOK SHOP,56840,2515.5
11-11-2025,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,56881,12257.7
15-11-2025,Route005,127840,RENUKA STORES,56942,2344.5
16-11-2025,Route005,270094,ISURU BOOK SHOP,56971,1633.5
16-11-2025,Route005,1025942,Chamila Stores,56968,10479.6
20-11-2025,Route005,266594,THUSALI STORES,57054,23063.7
22-11-2025,Route005,1025956,Sandun Stores,57082,13144.5
05-12-2025,Route005,1025942,Chamila Stores,57260,10607.3
05-12-2025,Route005,266594,THUSALI STORES,57249,25236.7
11-12-2025,Route005,1025942,Chamila Stores,57347,5309.5
12-12-2025,Route005,197247,ANOMA STORES,57381,53205.9
12-12-2025,Route005,1025942,Chamila Stores,57377,5839.2
12-12-2025,Route005,270094,ISURU BOOK SHOP,57374,1984.5
12-12-2025,Route005,266594,THUSALI STORES,57373,13180.8
12-12-2025,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,57371,4725
13-12-2025,Route005,270094,ISURU BOOK SHOP,57410,4166.4
13-12-2025,Route005,127840,RENUKA STORES,57400,2734.8
13-12-2025,Route005,1025945,Game kade,57398,1728
13-12-2025,Route005,1025946,N  P   korea mart,57387,10043.1
13-12-2025,Route005,1025956,Sandun Stores,57385,18876.8
18-12-2025,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,57486,12297.15
20-12-2025,Route005,1025956,Sandun Stores,57530,6421.5
20-12-2025,Route005,266594,THUSALI STORES,57524,11944.2
25-12-2025,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,57627,12292.5
26-12-2025,Route005,1025942,Chamila Stores,57640,10836.8
26-12-2025,Route005,1025956,Sandun Stores,57635,25920.8
30-12-2025,Route005,266594,THUSALI STORES,57686,26120.35
02-01-2026,Route005,1025946,N  P   korea mart,57758,1507.35
02-01-2026,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,57755,1372.8
02-01-2026,Route005,1025945,Game kade,57754,1476.1
02-01-2026,Route005,197247,ANOMA STORES,57753,580.8
02-01-2026,Route005,127840,RENUKA STORES,57752,4125
02-01-2026,Route005,1025942,Chamila Stores,57741,6991.6
02-01-2026,Route005,270094,ISURU BOOK SHOP,57737,922.5
10-01-2026,Route005,1025942,Chamila Stores,57854,1500.6
16-01-2026,Route005,1025942,Chamila Stores,57954,10556.3
16-01-2026,Route005,270094,ISURU BOOK SHOP,57951,1390.5
16-01-2026,Route005,266594,THUSALI STORES,57950,19108.2
17-01-2026,Route005,1025946,N  P   korea mart,57962,4468.5
17-01-2026,Route005,1025956,Sandun Stores,57959,2916
23-01-2026,Route005,197247,ANOMA STORES,58097,5703
23-01-2026,Route005,1025946,N  P   korea mart,58084,2421
23-01-2026,Route005,1025942,Chamila Stores,58078,2808
23-01-2026,Route005,1025956,Sandun Stores,58072,14514.85
24-01-2026,Route005,1025945,Game kade,58116,4728
24-01-2026,Route005,127840,RENUKA STORES,58099,540
30-01-2026,Route005,1025942,Chamila Stores,58204,8400.3
30-01-2026,Route005,270094,ISURU BOOK SHOP,58200,1575
30-01-2026,Route005,266594,THUSALI STORES,58197,18628
31-01-2026,Route005,1025945,Game kade,58224,6048
31-01-2026,Route005,1025946,N  P   korea mart,58220,2286
03-02-2026,Route005,197247,ANOMA STORES,58250,34579.8
07-02-2026,Route005,1025942,Chamila Stores,58314,7571.3
07-02-2026,Route005,1025956,Sandun Stores,58308,11100.6
08-02-2026,Route005,127840,RENUKA STORES,58323,4373.7
08-02-2026,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,58322,531
08-02-2026,Route005,1025946,N  P   korea mart,58317,5454.15
09-02-2026,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,58349,10592.1
14-02-2026,Route005,270094,ISURU BOOK SHOP,58420,540
14-02-2026,Route005,266594,THUSALI STORES,58418,24007.8
17-02-2026,Route005,270094,ISURU BOOK SHOP,58463,3550.5
20-02-2026,Route005,1025946,N  P   korea mart,58526,7167.9
21-02-2026,Route005,1025942,Chamila Stores,58549,12068.3
21-02-2026,Route005,270094,ISURU BOOK SHOP,58547,1215
21-02-2026,Route005,1025956,Sandun Stores,58544,17358.2
21-02-2026,Route005,1025945,Game kade,58543,602.9
27-02-2026,Route005,266594,THUSALI STORES,58638,32367.6
28-02-2026,Route005,127840,RENUKA STORES,58674,6690.9
28-02-2026,Route005,1025942,Chamila Stores,58659,4554.3
03-03-2026,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,58691,10838.85
06-03-2026,Route005,1025942,Chamila Stores,58760,7925.1
06-03-2026,Route005,270094,ISURU BOOK SHOP,58758,652.5
06-03-2026,Route005,270094,ISURU BOOK SHOP,58757,2160
07-03-2026,Route005,1025945,Game kade,58783,1080
07-03-2026,Route005,197247,ANOMA STORES,58769,1147.2
11-03-2026,Route005,266594,THUSALI STORES,58846,17541.6
13-03-2026,Route005,1025942,Chamila Stores,58869,7493
21-03-2026,Route005,197247,ANOMA STORES,59008,50638.35
21-03-2026,Route005,1025942,Chamila Stores,59005,5553.5
22-03-2026,Route005,1025946,N  P   korea mart,59012,13731.3
22-03-2026,Route005,266594,THUSALI STORES,59009,21869
25-03-2026,Route005,341989,DINETHMA COMMUNICATIONS @ GROCERY ,59071,10442.1
27-03-2026,Route005,1025945,Game kade,59133,6830.1
27-03-2026,Route005,127840,RENUKA STORES,59123,674.7
27-03-2026,Route005,1025942,Chamila Stores,59120,6546.2
27-03-2026,Route005,270094,ISURU BOOK SHOP,59118,3150
27-03-2026,Route005,1025956,Sandun Stores,59116,24566.4
28-03-2026,Route005,266594,THUSALI STORES,59137,19246.2
04-04-2026,Route005,1025956,Sandun Stores,59246,7047.6
