Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
18-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	16	64	5.44	114.4	7321.6
19-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	8	32	2.72	114.4	3660.8
20-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	0	48	4.08	114.4	5491.2
22-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	9	33	2.81	114.4	3775.2
23-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	15	39	3.32	114.4	4461.6
24-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	23	23	1.96	114.4	2631.2
25-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
26-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	6	30	2.55	114.4	3432
28-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	5	5	0.43	114.4	572
29-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	6	30	2.55	114.4	3432
30-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	7	31	2.64	114.4	3546.4
31-12-2025	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	11	11	0.94	114.4	1258.4
01-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	0	24	2.04	114.4	2745.6
02-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	2	26	2.21	114.4	2974.4
05-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	18	42	3.57	114.4	4804.8
06-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	6	6	0.51	114.4	686.4
07-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
08-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
09-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	9	9	0.77	114.4	1029.6
10-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	13	37	3.15	114.4	4232.8
12-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	2	2	0.17	114.4	228.8
13-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	12	36	3.06	114.4	4118.4
14-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	12	12	1.02	114.4	1372.8
15-01-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
10-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	0	48	4.08	114.4	5491.2
11-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	4	28	2.38	114.4	3203.2
13-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	6	6	0.51	114.4	686.4
14-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	13	13	1.11	114.4	1487.2
16-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	4	4	0.34	114.4	457.6
17-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	6	54	4.59	114.4	6177.6
18-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	9	33	2.81	114.4	3775.2
19-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	4	52	4.42	114.4	5948.8
20-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	2	2	0.17	114.4	228.8
24-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	0	48	4.08	114.4	5491.2
26-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	12	60	5.1	114.4	6864
28-02-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	12	36	3.06	114.4	4118.4
03-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	21	21	1.79	114.4	2402.4
04-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	3	27	2.3	114.4	3088.8
05-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
06-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	6	30	2.55	114.4	3432
07-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	12	12	1.02	114.4	1372.8
09-03-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	0	15	15	1.28	114.4	1716
03-04-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	0	24	2.04	114.4	2745.6
04-04-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	0	48	4.08	114.4	5491.2
05-04-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	1	21	45	3.83	114.4	5148
06-04-2026	1488	CREAM WAFER CHOCOLATE 85GX24-MRP130.00	2	0	48	4.08	114.4	5491.2
