Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
31-12-2025	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
01-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	12	72	6.12	105.6	7603.2
02-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	16	16	1.36	105.6	1689.6
05-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
06-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	25	25	2.13	105.6	2640
07-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	18	18	1.53	105.6	1900.8
08-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	16	16	1.36	105.6	1689.6
09-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	21	21	1.79	105.6	2217.6
10-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	11	11	0.94	105.6	1161.6
12-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
13-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	28	28	2.38	105.6	2956.8
14-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	5	15	315	26.78	105.6	33264
15-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	57	57	4.85	105.6	6019.2
16-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
17-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	32	32	2.72	105.6	3379.2
19-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
20-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
21-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	5	23	323	27.46	105.6	34108.8
22-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	15	15	1.28	105.6	1584
23-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	43	43	3.66	105.6	4540.8
24-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	42	42	3.57	105.6	4435.2
26-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	21	21	1.79	105.6	2217.6
28-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	42	42	3.57	105.6	4435.2
29-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	6	6	0.51	105.6	633.6
30-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	16	16	1.36	105.6	1689.6
31-01-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	14	14	1.19	105.6	1478.4
02-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	27	27	2.3	105.6	2851.2
03-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
05-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	16	16	1.36	105.6	1689.6
07-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
08-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	14	14	1.19	105.6	1478.4
09-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	3	3	0.26	105.6	316.8
23-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	10	21	621	52.79	105.6	65577.6
24-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	22	22	1.87	105.6	2323.2
25-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	38	38	3.23	105.6	4012.8
26-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	24	84	7.14	105.6	8870.4
27-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	15	15	1.28	105.6	1584
28-02-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	0	60	5.1	105.6	6336
03-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	14	14	1.19	105.6	1478.4
04-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	24	24	2.04	105.6	2534.4
05-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	6	6	0.51	105.6	633.6
06-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	3	3	0.26	105.6	316.8
07-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	28	28	2.38	105.6	2956.8
09-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	12	72	6.12	105.6	7603.2
10-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	11	12	672	57.12	105.6	70963.2
11-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	27	27	2.3	105.6	2851.2
12-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	42	42	3.57	105.6	4435.2
13-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	16	16	1.36	105.6	1689.6
14-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	18	18	1.53	105.6	1900.8
16-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	27	27	2.3	105.6	2851.2
17-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	43	43	3.66	105.6	4540.8
19-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	2	26	146	12.41	105.6	15417.6
20-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	33	33	2.81	105.6	3484.8
21-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	12	72	6.12	105.6	7603.2
23-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	18	18	1.53	105.6	1900.8
24-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	1	24	84	7.14	105.6	8870.4
25-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	18	18	1.53	105.6	1900.8
26-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	18	18	1.53	105.6	1900.8
27-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	8	8	0.68	105.6	844.8
28-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	6	6	0.51	105.6	633.6
29-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	28	28	2.38	105.6	2956.8
30-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	5	5	0.43	105.6	528
31-03-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	40	40	3.4	105.6	4224
02-04-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	24	24	2.04	105.6	2534.4
03-04-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	3	3	0.26	105.6	316.8
04-04-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	12	12	1.02	105.6	1267.2
05-04-2026	1373	CBLE GINGER 85GX60-MRP120.00	0	15	15	1.28	105.6	1584
06-04-2026	1373	CBLE GINGER 85GX60-MRP120.00	3	0	180	15.3	105.6	19008
