Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
31-07-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
02-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
04-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
05-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	10	10	0.45	108	1080
08-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	2	2	0.09	108	216
15-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
16-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	5	5	0.23	108	540
20-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
22-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
23-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	2	2	0.09	108	216
27-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
29-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	9	9	0.41	108	972
30-08-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
05-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
06-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	4	4	0.18	108	432
08-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
09-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	2	2	0.09	108	216
10-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
12-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
13-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	3	3	0.14	108	324
15-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
16-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
17-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	18	18	0.81	108	1944
23-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	1	1	0.05	108	108
24-09-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	4	4	0.18	108	432
13-11-2025	1549	KOME CHEESE & CHILLI 45GX48-MRP120.00	0	6	6	0.27	108	648
