Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
23-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	24	144	11.52	78.75	11340
24-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	11	71	5.68	78.75	5591.25
25-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	45	105	8.4	78.75	8268.75
26-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	6	0	360	28.8	78.75	28350
27-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	7	67	5.36	78.75	5276.25
29-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	13	133	10.64	78.75	10473.75
30-09-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	40	40	3.2	78.75	3150
01-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	2	62	4.96	78.75	4882.5
02-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	41	101	8.08	78.75	7953.75
03-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	6	66	5.28	78.75	5197.5
04-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	7	187	14.96	78.75	14726.25
07-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	0	120	9.6	78.75	9450
08-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	25	30	1530	122.4	78.75	120487.5
09-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	48	48	3.84	78.75	3780
10-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	20	38	1238	99.04	78.75	97492.5
11-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	46	226	18.08	78.75	17797.5
13-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	30	150	12	78.75	11812.5
14-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	6	6	0.48	78.75	472.5
16-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	31	331	26.48	78.75	26066.25
17-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	2	242	19.36	78.75	19057.5
18-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	5	125	10	78.75	9843.75
20-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	42	222	17.76	78.75	17482.5
21-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	18	198	15.84	78.75	15592.5
22-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	8	34	514	41.12	78.75	40477.5
23-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	20	140	11.2	78.75	11025
24-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	9	20	560	44.8	78.75	44100
25-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	21	8	1268	101.44	78.75	99855
27-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	0	300	24	78.75	23625
28-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	4	184	14.72	78.75	14490
29-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	44	224	17.92	78.75	17640
30-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	44	164	13.12	78.75	12915
31-10-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	53	353	28.24	78.75	27798.75
01-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	26	18	1578	126.24	78.75	124267.5
03-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	6	126	10.08	78.75	9922.5
04-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	42	222	17.76	78.75	17482.5
06-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	20	80	6.4	78.75	6300
07-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	13	73	5.84	78.75	5748.75
08-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	16	39	999	79.92	78.75	78671.25
10-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	57	117	9.36	78.75	9213.75
11-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	20	140	11.2	78.75	11025
12-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	24	144	11.52	78.75	11340
13-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	18	198	15.84	78.75	15592.5
14-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	48	168	13.44	78.75	13230
15-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	6	126	10.08	78.75	9922.5
16-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	31	331	26.48	78.75	26066.25
17-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	48	108	8.64	78.75	8505
18-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	37	157	12.56	78.75	12363.75
19-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	35	95	7.6	78.75	7481.25
20-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	8	128	10.24	78.75	10080
21-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	41	161	12.88	78.75	12678.75
22-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	3	63	5.04	78.75	4961.25
24-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	10	250	20	78.75	19687.5
25-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	50	50	4	78.75	3937.5
26-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	1	61	4.88	78.75	4803.75
27-11-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	20	0	1200	96	78.75	94500
01-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	27	267	21.36	78.75	21026.25
02-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	25	0	1500	120	78.75	118125
03-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	33	273	21.84	78.75	21498.75
04-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	6	126	10.08	78.75	9922.5
05-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	18	138	11.04	78.75	10867.5
06-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	36	96	7.68	78.75	7560
09-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	18	6	1086	86.88	78.75	85522.5
10-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	12	32	752	60.16	78.75	59220
11-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	38	38	3.04	78.75	2992.5
12-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	15	195	15.6	78.75	15356.25
13-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	15	255	20.4	78.75	20081.25
15-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	36	276	22.08	78.75	21735
16-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	50	110	8.8	78.75	8662.5
18-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	12	30	750	60	78.75	59062.5
19-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	47	107	8.56	78.75	8426.25
20-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	52	172	13.76	78.75	13545
22-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	21	201	16.08	78.75	15828.75
23-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	17	197	15.76	78.75	15513.75
24-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	43	163	13.04	78.75	12836.25
25-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	27	87	6.96	78.75	6851.25
26-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	26	1	1561	124.88	78.75	122928.75
28-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	39	39	3.12	78.75	3071.25
29-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	12	192	15.36	78.75	15120
30-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	11	131	10.48	78.75	10316.25
31-12-2025	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	6	6	0.48	78.75	472.5
01-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	0	240	19.2	78.75	18900
02-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	36	36	2.88	78.75	2835
05-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	18	258	20.64	78.75	20317.5
06-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	45	45	3.6	78.75	3543.75
07-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	5	125	10	78.75	9843.75
08-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	43	223	17.84	78.75	17561.25
09-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	17	77	6.16	78.75	6063.75
10-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	25	85	6.8	78.75	6693.75
12-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	40	40	3.2	78.75	3150
13-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	4	64	5.12	78.75	5040
14-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	25	36	1536	122.88	78.75	120960
15-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	59	239	19.12	78.75	18821.25
16-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	49	289	23.12	78.75	22758.75
17-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	1	61	4.88	78.75	4803.75
19-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	33	93	7.44	78.75	7323.75
20-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	7	3	423	33.84	78.75	33311.25
21-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	17	22	1042	83.36	78.75	82057.5
22-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	53	113	9.04	78.75	8898.75
23-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	19	139	11.12	78.75	10946.25
24-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	44	104	8.32	78.75	8190
26-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	52	112	8.96	78.75	8820
27-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	18	198	15.84	78.75	15592.5
28-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	30	90	7.2	78.75	7087.5
29-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	12	72	5.76	78.75	5670
30-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	14	74	5.92	78.75	5827.5
31-01-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	0	60	4.8	78.75	4725
02-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	6	66	5.28	78.75	5197.5
03-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	8	37	517	41.36	78.75	40713.75
05-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	16	196	15.68	78.75	15435
06-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	16	32	992	79.36	78.75	78120
07-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	42	42	3.36	78.75	3307.5
08-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	2	62	4.96	78.75	4882.5
09-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	21	141	11.28	78.75	11103.75
10-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	47	167	13.36	78.75	13151.25
11-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	34	94	7.52	78.75	7402.5
12-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	6	186	14.88	78.75	14647.5
13-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	58	58	4.64	78.75	4567.5
14-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	16	35	995	79.6	78.75	78356.25
16-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	12	12	0.96	78.75	945
17-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	4	0	240	19.2	78.75	18900
18-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	18	318	25.44	78.75	25042.5
19-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	14	134	10.72	78.75	10552.5
20-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	4	64	5.12	78.75	5040
21-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	28	208	16.64	78.75	16380
23-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	14	9	849	67.92	78.75	66858.75
24-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	36	216	17.28	78.75	17010
25-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	11	43	703	56.24	78.75	55361.25
26-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	0	180	14.4	78.75	14175
27-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	14	74	5.92	78.75	5827.5
28-02-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	59	119	9.52	78.75	9371.25
03-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	42	42	3.36	78.75	3307.5
04-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	15	75	6	78.75	5906.25
05-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	50	170	13.6	78.75	13387.5
06-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	0	120	9.6	78.75	9450
07-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	2	122	9.76	78.75	9607.5
09-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	5	0	300	24	78.75	23625
10-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	39	159	12.72	78.75	12521.25
11-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	36	156	12.48	78.75	12285
12-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	0	120	9.6	78.75	9450
13-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	13	13	1.04	78.75	1023.75
14-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	40	40	3.2	78.75	3150
16-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	45	225	18	78.75	17718.75
17-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	58	178	14.24	78.75	14017.5
18-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	30	90	7.2	78.75	7087.5
19-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	31	16	1876	150.08	78.75	147735
20-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	9	129	10.32	78.75	10158.75
21-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	48	168	13.44	78.75	13230
22-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	9	129	10.32	78.75	10158.75
23-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	0	36	36	2.88	78.75	2835
24-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	46	226	18.08	78.75	17797.5
25-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	13	73	5.84	78.75	5748.75
26-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	20	30	1230	98.4	78.75	96862.5
27-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	23	83	6.64	78.75	6536.25
28-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	16	136	10.88	78.75	10710
29-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	3	27	207	16.56	78.75	16301.25
30-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	33	93	7.44	78.75	7323.75
31-03-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	3	123	9.84	78.75	9686.25
02-04-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	2	26	146	11.68	78.75	11497.5
03-04-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	45	105	8.4	78.75	8268.75
04-04-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	16	76	6.08	78.75	5985
05-04-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	1	35	95	7.6	78.75	7481.25
06-04-2026	1415	CBLF TIKIRI MARIE 80GX60-MRP90.00	7	0	420	33.6	78.75	33075
