Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
25-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	29	29	3.63	126	3654
26-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	30	12	1452	181.5	126	182952
28-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	22	118	14.75	126	14868
29-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	38	134	16.75	126	16884
30-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	42	42	5.25	126	5292
31-07-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	40	136	17	126	17136
02-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	34	82	10.25	126	10332
04-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	20	20	2.5	126	2520
05-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	18	18	2.25	126	2268
06-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	4	21	213	26.63	126	26838
08-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	20	20	2.5	126	2520
11-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	21	117	14.63	126	14742
12-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	12	60	7.5	126	7560
13-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	44	44	5.5	126	5544
15-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	2	50	6.25	126	6300
16-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	38	38	4.75	126	4788
18-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	44	92	11.5	126	11592
19-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	23	71	8.88	126	8946
20-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	6	42	330	41.25	126	41580
21-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	21	21	2.63	126	2646
22-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	2	98	12.25	126	12348
23-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	21	3	1011	126.38	126	127386
25-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	24	24	3	126	3024
26-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	16	16	2	126	2016
27-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	9	57	7.13	126	7182
28-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	4	31	223	27.88	126	28098
29-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	0	48	6	126	6048
30-08-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	15	111	13.88	126	13986
01-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	22	22	2.75	126	2772
02-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	38	38	4.75	126	4788
03-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	24	24	3	126	3024
04-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	47	47	5.88	126	5922
05-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	45	45	5.63	126	5670
06-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	17	65	8.13	126	8190
08-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	46	46	5.75	126	5796
09-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	20	68	8.5	126	8568
10-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	27	75	9.38	126	9450
11-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	14	62	7.75	126	7812
12-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	18	114	14.25	126	14364
13-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	29	29	3.63	126	3654
15-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	31	45	1533	191.63	126	193158
16-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	37	85	10.63	126	10710
17-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	40	40	5	126	5040
18-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	4	11	203	25.38	126	25578
19-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	44	44	5.5	126	5544
22-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	24	120	15	126	15120
23-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	24	72	9	126	9072
24-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	42	42	5.25	126	5292
25-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	32	80	10	126	10080
26-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	43	91	11.38	126	11466
27-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	32	32	4	126	4032
29-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	24	72	9	126	9072
30-09-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	34	34	4.25	126	4284
01-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	3	3	0.38	126	378
08-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	3	0	144	18	126	18144
09-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	33	129	16.13	126	16254
10-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	14	62	7.75	126	7812
11-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	8	104	13	126	13104
13-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	11	59	7.38	126	7434
14-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	21	117	14.63	126	14742
15-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	28	30	1374	171.75	126	173124
16-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	36	132	16.5	126	16632
17-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	4	52	6.5	126	6552
18-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	35	83	10.38	126	10458
21-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	22	70	8.75	126	8820
22-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	36	84	10.5	126	10584
23-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	30	78	9.75	126	9828
24-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	3	21	165	20.63	126	20790
25-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	39	39	4.88	126	4914
27-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	44	140	17.5	126	17640
28-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	6	54	6.75	126	6804
29-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	10	106	13.25	126	13356
30-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	3	30	174	21.75	126	21924
31-10-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	41	89	11.13	126	11214
01-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	26	3	1251	156.38	126	157626
03-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	35	35	4.38	126	4410
04-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	25	121	15.13	126	15246
06-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	0	96	12	126	12096
07-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	14	62	7.75	126	7812
08-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	22	22	2.75	126	2772
10-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	25	121	15.13	126	15246
11-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	46	46	5.75	126	5796
12-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	36	36	4.5	126	4536
13-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	30	30	3.75	126	3780
14-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	2	7	103	12.88	126	12978
15-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	40	40	5	126	5040
16-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	0	42	42	5.25	126	5292
17-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	3	12	156	19.5	126	19656
18-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	12	60	7.5	126	7560
19-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	26	30	1278	159.75	126	161028
20-11-2025	1397	SUPER CREAM CRACKER 125GX48-MRP140.00	1	26	74	9.25	126	9324
