Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
25-07-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	18	18	0.54	90	1620
28-07-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
29-07-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
30-07-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
31-07-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	0	480	14.4	90	43200
02-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
04-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	2	8	104	3.12	90	9360
05-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
06-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
08-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	30	30	0.9	90	2700
11-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	24	72	2.16	90	6480
14-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	0	480	14.4	90	43200
15-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	30	30	0.9	90	2700
16-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	42	42	1.26	90	3780
18-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
19-08-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	32	32	0.96	90	2880
02-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	0	480	14.4	90	43200
03-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
04-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	30	30	0.9	90	2700
05-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	6	54	1.62	90	4860
06-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	14	14	0.42	90	1260
08-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	24	72	2.16	90	6480
09-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
10-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	22	22	0.66	90	1980
15-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	15	0	720	21.6	90	64800
18-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
19-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
22-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	2	0	96	2.88	90	8640
23-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
24-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
25-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
26-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
27-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	39	39	1.17	90	3510
29-09-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
04-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	42	42	1.26	90	3780
08-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	12	0	576	17.28	90	51840
10-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	18	18	0.54	90	1620
11-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
13-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	2	0	96	2.88	90	8640
14-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
15-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	36	516	15.48	90	46440
16-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	18	66	1.98	90	5940
17-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
18-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	45	45	1.35	90	4050
20-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	2	0	96	2.88	90	8640
21-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
22-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	42	42	1.26	90	3780
23-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	18	18	0.54	90	1620
24-10-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
13-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	15	36	756	22.68	90	68040
15-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	24	72	2.16	90	6480
16-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
17-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
18-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
19-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	36	516	15.48	90	46440
25-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
26-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
27-11-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
01-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
02-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
03-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
04-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	33	33	0.99	90	2970
05-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
06-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
08-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	4	0	192	5.76	90	17280
09-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	0	480	14.4	90	43200
11-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	2	2	0.06	90	180
12-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
13-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
15-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	2	0	96	2.88	90	8640
18-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	36	36	1.08	90	3240
19-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	39	39	1.17	90	3510
20-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	33	33	0.99	90	2970
22-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	6	54	1.62	90	4860
23-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
24-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	18	18	0.54	90	1620
26-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	10	0	480	14.4	90	43200
29-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	12	60	1.8	90	5400
30-12-2025	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
01-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
02-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
05-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
06-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	24	24	0.72	90	2160
07-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	11	0	528	15.84	90	47520
08-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	24	72	2.16	90	6480
09-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	0	12	12	0.36	90	1080
10-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
12-01-2026	1197	CHOC SHOCK 30GX12X4-MRP100.00	1	0	48	1.44	90	4320
