Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
22-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	2	2	0.17	105.6	211.2
23-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	10	10	0.85	105.6	1056
24-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
27-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
29-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	12	12	1.02	105.6	1267.2
30-10-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
06-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
08-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	2	2	0.17	105.6	211.2
14-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	2	2	0.17	105.6	211.2
15-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	1	2	26	2.21	105.6	2745.6
16-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	8	8	0.68	105.6	844.8
20-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
21-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	20	20	1.7	105.6	2112
22-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
26-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
27-11-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	15	15	1.28	105.6	1584
01-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	2	0	48	4.08	105.6	5068.8
05-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
08-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	21	21	1.79	105.6	2217.6
09-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	16	16	1.36	105.6	1689.6
10-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	10	10	0.85	105.6	1056
11-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
12-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	18	18	1.53	105.6	1900.8
13-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	12	12	1.02	105.6	1267.2
16-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	11	11	0.94	105.6	1161.6
17-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
19-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	18	18	1.53	105.6	1900.8
20-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	13	13	1.11	105.6	1372.8
22-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
23-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	22	22	1.87	105.6	2323.2
24-12-2025	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	2	2	0.17	105.6	211.2
15-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
16-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
20-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	9	9	0.77	105.6	950.4
22-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	5	5	0.43	105.6	528
23-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
24-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	14	14	1.19	105.6	1478.4
26-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	5	5	0.43	105.6	528
28-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	12	12	1.02	105.6	1267.2
29-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
30-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
31-01-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	9	9	0.77	105.6	950.4
03-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	10	10	0.85	105.6	1056
06-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
07-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	15	15	1.28	105.6	1584
08-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	4	4	0.34	105.6	422.4
09-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
10-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	9	9	0.77	105.6	950.4
11-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	4	4	0.34	105.6	422.4
14-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
16-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	1	1	0.09	105.6	105.6
17-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
18-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
19-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
20-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	2	2	0.17	105.6	211.2
24-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
26-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	12	12	1.02	105.6	1267.2
28-02-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	22	22	1.87	105.6	2323.2
04-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	12	12	1.02	105.6	1267.2
06-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	6	6	0.51	105.6	633.6
11-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
14-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	4	4	0.34	105.6	422.4
16-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	9	9	0.77	105.6	950.4
21-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	1	6	30	2.55	105.6	3168
22-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	8	8	0.68	105.6	844.8
23-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	14	14	1.19	105.6	1478.4
27-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	9	9	0.77	105.6	950.4
31-03-2026	1487	CREAM WAFER LEMON 85GX24-MRP120.00	0	3	3	0.26	105.6	316.8
