Date	Sku Id	SKU	Cases	Units	Total Units	Stock Volume (In Kg)	Selling Price	Total Amount
25-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	22	22	4.18	180	3960
26-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
28-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	31	31	5.89	180	5580
29-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	8	44	8.36	180	7920
30-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	3	75	14.25	180	13500
31-07-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	15	87	16.53	180	15660
02-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	25	61	11.59	180	10980
04-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	14	14	2.66	180	2520
05-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	17	17	3.23	180	3060
06-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	22	22	4.18	180	3960
08-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	10	10	1.9	180	1800
11-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
12-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	4	0	144	27.36	180	25920
13-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	32	32	6.08	180	5760
14-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	3	39	7.41	180	7020
15-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	17	53	10.07	180	9540
16-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	18	54	10.26	180	9720
18-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	21	57	10.83	180	10260
19-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
20-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	20	128	24.32	180	23040
21-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	27	27	5.13	180	4860
22-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	22	58	11.02	180	10440
23-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	5	41	7.79	180	7380
25-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	9	45	8.55	180	8100
26-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	4	4	0.76	180	720
27-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	20	56	10.64	180	10080
28-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
29-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	12	48	9.12	180	8640
30-08-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	3	75	14.25	180	13500
01-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	19	19	3.61	180	3420
02-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	25	25	4.75	180	4500
03-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	27	27	5.13	180	4860
04-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	29	29	5.51	180	5220
05-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	34	34	6.46	180	6120
06-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	18	126	23.94	180	22680
08-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	33	33	6.27	180	5940
09-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	7	43	8.17	180	7740
10-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	30	66	12.54	180	11880
11-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	12	12	2.28	180	2160
12-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	16	88	16.72	180	15840
13-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	30	30	5.7	180	5400
15-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
16-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	28	28	5.32	180	5040
17-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	4	40	7.6	180	7200
18-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	14	86	16.34	180	15480
19-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	10	46	8.74	180	8280
22-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	22	18	810	153.9	180	145800
23-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	18	18	3.42	180	3240
24-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	19	55	10.45	180	9900
25-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	8	44	8.36	180	7920
26-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	6	114	21.66	180	20520
27-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	26	26	4.94	180	4680
29-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	14	14	2.66	180	2520
30-09-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	11	47	8.93	180	8460
01-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	16	16	3.04	180	2880
02-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	14	14	2.66	180	2520
03-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	19	19	3.61	180	3420
04-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	2	38	7.22	180	6840
07-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	30	30	5.7	180	5400
08-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	17	12	624	118.56	180	112320
09-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	18	54	10.26	180	9720
10-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	29	29	5.51	180	5220
11-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	35	71	13.49	180	12780
13-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	22	22	4.18	180	3960
14-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	30	66	12.54	180	11880
15-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	25	32	932	177.08	180	167760
16-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	33	69	13.11	180	12420
17-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	15	51	9.69	180	9180
18-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	14	14	2.66	180	2520
21-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	33	33	6.27	180	5940
22-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	31	31	5.89	180	5580
23-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	12	12	2.28	180	2160
24-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	17	125	23.75	180	22500
25-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	17	53	10.07	180	9540
27-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	21	93	17.67	180	16740
28-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	33	33	6.27	180	5940
29-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	7	79	15.01	180	14220
30-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	2	28	100	19	180	18000
31-10-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	17	53	10.07	180	9540
01-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	20	31	751	142.69	180	135180
03-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	12	12	2.28	180	2160
04-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	16	16	3.04	180	2880
06-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	30	138	26.22	180	24840
07-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	6	42	7.98	180	7560
08-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	0	17	17	3.23	180	3060
10-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	16	52	9.88	180	9360
11-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	13	49	9.31	180	8820
12-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	0	108	20.52	180	19440
13-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	3	32	140	26.6	180	25200
14-11-2025	1398	SUPER CREAM CRACKER 190GX36-MRP200.00	1	18	54	10.26	180	9720
